file,interval_index,event_sequence_index,slot_assignment,event_type,absolute_tick,absolute_time_sec,tau,previous_cc64,new_cc64,source_cc_event_index,ioi_duration_bin
2-0.mid,251,0,1,DOWN,60667,81.01888265625,0.6473988439306394,61,64,1211,100-250ms
2-0.mid,254,0,1,UP,61090,81.5837859375,0.3548387096772975,70,62,1218,<100ms
2-0.mid,256,0,1,DOWN,61489,82.11663796875,0.038095238095232305,63,66,1227,500-1000ms
2-0.mid,256,1,2,UP,61883,82.64281265625,0.9761904761904798,69,62,1235,500-1000ms
2-0.mid,258,0,1,DOWN,62179,83.03811140625,0.3504380475594466,61,64,1240,>=1000ms
2-0.mid,260,0,1,UP,62721,83.76193546875,0.025435073627840726,65,51,1253,500-1000ms
2-0.mid,260,1,2,DOWN,62943,84.05840953125,0.3226238286479315,63,64,1258,500-1000ms
2-0.mid,262,0,1,UP,63470,84.7622015625,0.125,75,63,1266,<100ms
2-0.mid,264,0,1,DOWN,63693,85.06001109375,0.39690721649488975,62,64,1271,250-500ms
2-0.mid,264,1,2,UP,63789,85.18821609375,0.8917525773196054,67,61,1277,250-500ms
2-0.mid,265,0,1,DOWN,63937,85.38586546875,0.2906178489702509,63,67,1281,500-1000ms
2-0.mid,267,0,1,UP,64263,85.82122828125,0.06976744186045648,77,55,1285,100-250ms
2-0.mid,268,0,1,DOWN,64441,86.05894171875,0.10526315789477941,60,64,1289,100-250ms
2-0.mid,270,0,1,UP,64908,86.682605625,0.9821428571428594,75,63,1298,100-250ms
2-0.mid,273,0,1,DOWN,65204,87.077904375,0.7898089171974807,60,64,1304,100-250ms
2-0.mid,275,0,1,UP,65567,87.56267953125,0.9144385026738066,72,62,1314,100-250ms
2-0.mid,278,0,1,DOWN,65879,87.97934578125,0.7562500000000324,63,66,1319,100-250ms
2-0.mid,283,0,1,UP,66285,88.52154609375,0.07299270072991566,66,57,1331,100-250ms
2-0.mid,285,0,1,DOWN,66642,88.9983084375,0.5616438356164294,63,64,1339,100-250ms
2-0.mid,289,0,1,UP,66916,89.364226875,0.07692307692306548,64,63,1354,100-250ms
2-0.mid,291,0,1,DOWN,67302,89.8797178125,0.5302013422818749,60,64,1361,100-250ms
2-0.mid,295,0,1,UP,67665,90.36449296875,0.7681159420290212,64,55,1373,<100ms
2-0.mid,297,0,1,DOWN,67961,90.75979171875,0.3166368515205623,61,64,1379,500-1000ms
2-0.mid,299,0,1,UP,68369,91.30466296875,0.01880877742946395,76,53,1386,250-500ms
2-0.mid,299,1,2,DOWN,68517,91.50231234375,0.48275862068967473,63,65,1390,250-500ms
2-0.mid,305,0,1,UP,69045,92.20743984375,0.019108280254773184,66,22,1396,100-250ms
2-0.mid,306,0,1,DOWN,69296,92.5426425,0.5808383233532831,59,64,1400,100-250ms
2-0.mid,309,0,1,UP,69726,93.1168940625,0.018970189701893736,72,57,1406,250-500ms
2-0.mid,310,0,1,DOWN,70164,93.701829375,0.1818181818181795,63,67,1410,500-1000ms
2-0.mid,312,0,1,UP,70587,94.26673265625,0.07380073800738157,67,63,1418,>=1000ms
2-0.mid,312,1,2,DOWN,70809,94.56320671875,0.3468634686346842,61,64,1424,>=1000ms
2-0.mid,314,0,1,UP,71379,95.32442390625,0.03768506056528429,65,48,1433,500-1000ms
2-0.mid,314,1,2,DOWN,71572,95.582169375,0.2974427994616524,60,64,1438,500-1000ms
2-0.mid,316,0,1,UP,72143,96.34472203125,0.041114058355444814,65,56,1452,>=1000ms
