scope,file,method,boundaries,class,ioi_count,ioi_proportion_among_on_iois,on_duration_sec,on_duration_proportion,representative_time_weighted_median_cc64
aggregate,ALL,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,71067,0.2092174988224211,5483.8590772041725,0.18670270577993842,73.0
aggregate,ALL,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,35553,0.10466615638247763,3138.757227987495,0.10686169338078089,93.0
aggregate,ALL,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,233060,0.6861163447951013,20749.529397227096,0.7064356008392807,127.0
per_file,0-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,0,,0.0,,
per_file,0-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,0,,0.0,,
per_file,0-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,0,,0.0,,
per_file,0-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,0,0.0,0.13958333333333328,0.30316742081447956,68.0
per_file,0-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,0,0.0,0.060416666666666785,0.13122171945701386,100.0
per_file,0-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1,1.0,0.2604166666666665,0.5656108597285066,127.0
per_file,0-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,13,0.43333333333333335,0.8046874999999897,0.32819968135952815,72.0
per_file,0-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,4,0.13333333333333333,0.23046875000000355,0.09399893786511024,88.0
per_file,0-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,13,0.43333333333333335,1.4166666666666752,0.5778013807753615,127.0
per_file,0-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,8,0.42105263157894735,0.4622395833333387,0.2557636887608097,68.0
per_file,0-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,4,0.21052631578947367,0.2981770833333339,0.16498559077809816,104.0
per_file,0-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,7,0.3684210526315789,1.0468749999999958,0.5792507204610923,127.0
per_file,0-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,3,0.6,0.11874999999999858,0.39583333333333237,71.0
per_file,0-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,2,0.4,0.18124999999999858,0.6041666666666676,97.0
per_file,0-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,0,0.0,0.0,0.0,
per_file,1-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,15,0.75,1.6281250000000185,0.7518037518037509,66.0
per_file,1-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,3,0.15,0.21979166666667282,0.10149110149110308,91.0
per_file,1-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2,0.1,0.3177083333333357,0.14670514670514598,127.0
per_file,1-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,15,0.75,1.6281250000000185,0.7518037518037509,66.0
per_file,1-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,3,0.15,0.21979166666667282,0.10149110149110308,91.0
per_file,1-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2,0.1,0.3177083333333357,0.14670514670514598,127.0
per_file,2-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,372,0.39323467230443976,39.69547312500005,0.22676747255430035,70.0
per_file,2-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,91,0.09619450317124736,14.003725312500125,0.07999877934344003,92.0
per_file,2-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,483,0.5105708245243129,121.3500389062499,0.6932337481022597,127.0
per_file,2-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,302,0.31957671957671957,40.0821875000001,0.22135797334309038,72.0
per_file,2-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,168,0.17777777777777778,22.116874999999947,0.12214270058694869,94.0
per_file,2-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,475,0.5026455026455027,118.87500000000006,0.656499326069961,127.0
per_file,2-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,418,0.9330357142857143,66.07765828124991,0.8687079726811446,70.0
per_file,2-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,18,0.04017857142857143,5.484770156250056,0.07210702810892504,98.0
per_file,2-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,12,0.026785714285714284,4.501865156250005,0.059184999209930395,127.0
per_file,3-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,83,0.2577639751552795,16.377152310416687,0.2673165457589288,70.0
per_file,3-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,41,0.12732919254658384,6.023509995833344,0.09831891741071443,93.0
per_file,3-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,198,0.6149068322981367,38.86435316041665,0.6343645368303567,127.0
per_file,3-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,384,0.8727272727272727,80.28776041666661,0.8883718249794691,79.0
per_file,3-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,56,0.12727272727272726,10.0885416666667,0.11162817502053086,87.0
per_file,3-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,0,0.0,0.0,0.0,
per_file,3-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,25,0.05186721991701245,18.117708333333407,0.14153423007755034,70.0
per_file,3-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,22,0.04564315352697095,10.537499999999682,0.08231818958572126,95.0
per_file,3-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,435,0.9024896265560166,99.35416666666683,0.7761475803367284,127.0
per_file,3-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,43,0.088659793814433,13.573730843749988,0.1239536381197682,76.0
per_file,3-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,123,0.2536082474226804,30.788490787499914,0.2811567054966921,96.0
per_file,3-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,319,0.6577319587628866,65.14429265625,0.5948896563835397,127.0
per_file,3-5.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,29,0.05576923076923077,12.204071422916943,0.0957068887511122,74.0
per_file,3-5.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,50,0.09615384615384616,11.008557466666364,0.08633141746401214,96.0
per_file,3-5.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,441,0.8480769230769231,104.30244951458351,0.8179616937848757,126.0
per_file,4-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,35,0.4666666666666667,3.1757446874999644,0.4053178796659252,74.0
per_file,4-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,15,0.2,1.8977010937500065,0.24220214760525152,96.0
per_file,4-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,25,0.3333333333333333,2.7617493749999973,0.3524799727288233,127.0
per_file,5-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,370,0.7740585774058577,24.296182968749928,0.7034645425721102,72.0
per_file,5-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,52,0.1087866108786611,4.7569396875001,0.13773103394942654,91.0
per_file,5-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,56,0.11715481171548117,5.484770156250036,0.15880442347846338,127.0
per_file,5-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,202,0.2885714285714286,10.936933547917265,0.18186501803195093,73.0
per_file,5-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,94,0.13428571428571429,7.4743369249997045,0.12428716090176896,94.0
per_file,5-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,404,0.5771428571428572,41.72637263333347,0.6938478210662802,127.0
per_file,5-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,605,0.4569486404833837,49.75823015625026,0.4707926359282819,73.0
per_file,5-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,190,0.14350453172205438,14.89715390624976,0.14095096094312443,92.0
per_file,5-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,529,0.3995468277945619,41.03494828125008,0.38825640312859366,127.0
per_file,6-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,484,0.26993865030674846,45.03124999999981,0.19430850914402883,69.0
per_file,6-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,98,0.05465699944227551,16.72786458333307,0.07218023990785652,93.0
per_file,6-0.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1211,0.675404350250976,169.99218749999966,0.7335112509481148,127.0
per_file,6-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,157,0.06059436510999614,11.790586500000067,0.04317329170921037,75.0
per_file,6-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,146,0.056348900038595134,11.962594874999256,0.04380313041572994,95.0
per_file,6-1.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2288,0.8830567348514087,249.34590450000067,0.9130235778750596,127.0
per_file,6-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,157,0.06059436510999614,11.790586500000067,0.04317329170921037,75.0
per_file,6-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,146,0.056348900038595134,11.962594874999256,0.04380313041572994,95.0
per_file,6-2.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2288,0.8830567348514087,249.34590450000067,0.9130235778750596,127.0
per_file,6-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,157,0.06059436510999614,11.790586500000067,0.04317329170921037,75.0
per_file,6-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,146,0.056348900038595134,11.962594874999256,0.04380313041572994,95.0
per_file,6-3.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2288,0.8830567348514087,249.34590450000067,0.9130235778750596,127.0
per_file,6-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,157,0.06059436510999614,11.790586500000067,0.04317329170921037,75.0
per_file,6-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,146,0.056348900038595134,11.962594874999256,0.04380313041572994,95.0
per_file,6-4.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2288,0.8830567348514087,249.34590450000067,0.9130235778750596,127.0
per_file,6-5.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,323,0.14536453645364536,22.79912250000076,0.10107097820746161,73.0
per_file,6-5.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,171,0.07695769576957696,14.549932031249655,0.0645014238267474,93.0
per_file,6-5.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1728,0.7776777677767777,188.22630749999988,0.834427597965791,127.0
per_file,6-6.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,323,0.14536453645364536,22.79912250000076,0.10107097820746161,73.0
per_file,6-6.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,171,0.07695769576957696,14.549932031249655,0.0645014238267474,93.0
per_file,6-6.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1728,0.7776777677767777,188.22630749999988,0.834427597965791,127.0
per_file,6-7.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,323,0.14536453645364536,22.79912250000076,0.10107097820746161,73.0
per_file,6-7.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,171,0.07695769576957696,14.549932031249655,0.0645014238267474,93.0
per_file,6-7.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1728,0.7776777677767777,188.22630749999988,0.834427597965791,127.0
per_file,6-8.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,323,0.14536453645364536,22.79912250000076,0.10107097820746161,73.0
per_file,6-8.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,171,0.07695769576957696,14.549932031249655,0.0645014238267474,93.0
per_file,6-8.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1728,0.7776777677767777,188.22630749999988,0.834427597965791,127.0
per_file,6-9.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,323,0.14536453645364536,22.79912250000076,0.10107097820746161,73.0
per_file,6-9.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,171,0.07695769576957696,14.549932031249655,0.0645014238267474,93.0
per_file,6-9.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1728,0.7776777677767777,188.22630749999988,0.834427597965791,127.0
per_file,6-10.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,1266,0.61665854846566,132.23177083333346,0.5198513452639345,74.0
per_file,6-10.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,465,0.2264978080857282,75.6015624999996,0.2972173307670242,93.0
per_file,6-10.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,322,0.1568436434486118,46.531250000000185,0.18293132396904127,127.0
per_file,6-11.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,1266,0.61665854846566,132.23177083333346,0.5198513452639345,74.0
per_file,6-11.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,465,0.2264978080857282,75.6015624999996,0.2972173307670242,93.0
per_file,6-11.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,322,0.1568436434486118,46.531250000000185,0.18293132396904127,127.0
per_file,6-12.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,1266,0.61665854846566,132.23177083333346,0.5198513452639345,74.0
per_file,6-12.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,465,0.2264978080857282,75.6015624999996,0.2972173307670242,93.0
per_file,6-12.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,322,0.1568436434486118,46.531250000000185,0.18293132396904127,127.0
per_file,6-13.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,1266,0.61665854846566,132.23177083333346,0.5198513452639345,74.0
per_file,6-13.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,465,0.2264978080857282,75.6015624999996,0.2972173307670242,93.0
per_file,6-13.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,322,0.1568436434486118,46.531250000000185,0.18293132396904127,127.0
per_file,6-14.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,1266,0.61665854846566,132.23177083333346,0.5198513452639345,74.0
per_file,6-14.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,465,0.2264978080857282,75.6015624999996,0.2972173307670242,93.0
per_file,6-14.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,322,0.1568436434486118,46.531250000000185,0.18293132396904127,127.0
per_file,6-15.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,1266,0.61665854846566,132.23177083333346,0.5198513452639345,74.0
per_file,6-15.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,465,0.2264978080857282,75.6015624999996,0.2972173307670242,93.0
per_file,6-15.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,322,0.1568436434486118,46.531250000000185,0.18293132396904127,127.0
per_file,6-16.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,716,0.23314881146206448,74.53785281250003,0.24794100661898627,73.0
per_file,6-16.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,383,0.12471507652230544,50.14818703125033,0.1668117809071131,93.0
per_file,6-16.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1972,0.64213611201563,175.94133046874975,0.5852472124739005,127.0
per_file,6-17.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,716,0.23314881146206448,74.53785281250003,0.24794100661898627,73.0
per_file,6-17.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,383,0.12471507652230544,50.14818703125033,0.1668117809071131,93.0
per_file,6-17.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1972,0.64213611201563,175.94133046874975,0.5852472124739005,127.0
per_file,6-18.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,716,0.23314881146206448,74.53785281250003,0.24794100661898627,73.0
per_file,6-18.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,383,0.12471507652230544,50.14818703125033,0.1668117809071131,93.0
per_file,6-18.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1972,0.64213611201563,175.94133046874975,0.5852472124739005,127.0
per_file,6-19.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,477,0.1765358993338268,38.1080729166668,0.1400254530840338,74.0
per_file,6-19.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,172,0.06365655070318282,14.753906250000044,0.054212198342679006,92.0
per_file,6-19.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2053,0.7598075499629904,219.28906250000009,0.8057623485732872,127.0
per_file,6-20.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,477,0.1765358993338268,38.1080729166668,0.1400254530840338,74.0
per_file,6-20.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,172,0.06365655070318282,14.753906250000044,0.054212198342679006,92.0
per_file,6-20.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2053,0.7598075499629904,219.28906250000009,0.8057623485732872,127.0
per_file,6-21.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,477,0.1765358993338268,38.1080729166668,0.1400254530840338,74.0
per_file,6-21.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,172,0.06365655070318282,14.753906250000044,0.054212198342679006,92.0
per_file,6-21.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2053,0.7598075499629904,219.28906250000009,0.8057623485732872,127.0
per_file,6-22.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,477,0.1765358993338268,38.1080729166668,0.1400254530840338,74.0
per_file,6-22.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,172,0.06365655070318282,14.753906250000044,0.054212198342679006,92.0
per_file,6-22.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2053,0.7598075499629904,219.28906250000009,0.8057623485732872,127.0
per_file,6-23.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,708,0.19994351878000566,50.21896687499935,0.16248569759442866,72.0
per_file,6-23.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,414,0.11691612538830838,29.613218250000234,0.0958148827980527,94.0
per_file,6-23.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2419,0.683140355831686,229.23481349999986,0.7416994196075187,127.0
per_file,6-24.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,708,0.19994351878000566,50.21896687499935,0.16248569759442866,72.0
per_file,6-24.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,414,0.11691612538830838,29.613218250000234,0.0958148827980527,94.0
per_file,6-24.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2419,0.683140355831686,229.23481349999986,0.7416994196075187,127.0
per_file,6-25.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,708,0.19994351878000566,50.21896687499935,0.16248569759442866,72.0
per_file,6-25.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,414,0.11691612538830838,29.613218250000234,0.0958148827980527,94.0
per_file,6-25.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2419,0.683140355831686,229.23481349999986,0.7416994196075187,127.0
per_file,6-26.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,708,0.19994351878000566,50.21896687499935,0.16248569759442866,72.0
per_file,6-26.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,414,0.11691612538830838,29.613218250000234,0.0958148827980527,94.0
per_file,6-26.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,2419,0.683140355831686,229.23481349999986,0.7416994196075187,127.0
per_file,6-27.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,297,0.13324360699865412,19.99570649999998,0.09447229078647812,72.0
per_file,6-27.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,234,0.10497981157469717,16.496778375000062,0.07794115420143277,96.0
per_file,6-27.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1698,0.7617765814266487,175.1643547500001,0.827586555012089,127.0
per_file,6-28.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,297,0.13324360699865412,19.99570649999998,0.09447229078647812,72.0
per_file,6-28.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,234,0.10497981157469717,16.496778375000062,0.07794115420143277,96.0
per_file,6-28.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1698,0.7617765814266487,175.1643547500001,0.827586555012089,127.0
per_file,6-29.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,297,0.13324360699865412,19.99570649999998,0.09447229078647812,72.0
per_file,6-29.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,234,0.10497981157469717,16.496778375000062,0.07794115420143277,96.0
per_file,6-29.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1698,0.7617765814266487,175.1643547500001,0.827586555012089,127.0
per_file,6-30.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,297,0.13324360699865412,19.99570649999998,0.09447229078647812,72.0
per_file,6-30.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,234,0.10497981157469717,16.496778375000062,0.07794115420143277,96.0
per_file,6-30.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1698,0.7617765814266487,175.1643547500001,0.827586555012089,127.0
per_file,6-31.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,297,0.13324360699865412,19.99570649999998,0.09447229078647812,72.0
per_file,6-31.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,234,0.10497981157469717,16.496778375000062,0.07794115420143277,96.0
per_file,6-31.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1698,0.7617765814266487,175.1643547500001,0.827586555012089,127.0
per_file,6-32.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,297,0.13324360699865412,19.99570649999998,0.09447229078647812,72.0
per_file,6-32.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,234,0.10497981157469717,16.496778375000062,0.07794115420143277,96.0
per_file,6-32.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,DEEP,1698,0.7617765814266487,175.1643547500001,0.827586555012089,127.0
per_file,6-33.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,LIGHT,715,0.28714859437751006,59.345560312500616,0.22790821716876608,73.0
per_file,6-33.mid,equal_width,64<=LIGHT<85;85<=MEDIUM<106;106<=DEEP<128,MEDIUM,416,0.1670682730923695,36.6759782812499,0.1408488988727157,95.0
